Recycle bin path: '$Recycle.Bin/S-1-5-21-2433278764-4034921937-2507072421-1164'
Version: 2
OS Guess: Windows 10 or above
Time zone: UTC [+0000]

Index	Deleted Time	Gone?	Size	Path
$IKJOAWS.txt	2024-08-26 16:38:58	TRUE	9	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_69.txt
$IMK6TWY.jpg	2024-08-26 16:39:06	TRUE	17030	C:\Users\aleksej.pazjitnov\Pictures\cat.jpg
$I1APZ4K.txt	2024-08-26 16:39:17	TRUE	8	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_12.txt
$I1E5HE8.txt	2024-08-26 16:39:17	TRUE	12	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_13.txt
$ISVVZGF.txt	2024-08-26 16:39:17	TRUE	9	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_11.txt
$IP0ZCKR.txt	2024-08-26 16:39:17	TRUE	4	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_14.txt
$IXM94DD.txt	2024-08-26 16:39:17	TRUE	8	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_15.txt
$ID576SJ.txt	2024-08-26 16:39:17	TRUE	4	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_16.txt
$IPAH6S2.txt	2024-08-26 16:39:17	TRUE	7	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_18.txt
$IQYJF05.txt	2024-08-26 16:39:17	TRUE	9	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_19.txt
$IUK44AG.txt	2024-08-26 16:39:17	TRUE	8	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_17.txt
$IQ3PF0X.txt	2024-08-26 16:39:17	TRUE	6	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_21.txt
$IX03Z89.txt	2024-08-26 16:39:17	TRUE	4	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_20.txt
$ICQLYB9.txt	2024-08-26 16:39:17	TRUE	7	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_23.txt
$IFSSWAR.txt	2024-08-26 16:39:17	TRUE	4	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_22.txt
$I8FZ8AG.txt	2024-08-26 16:39:17	TRUE	9	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_26.txt
$IN9O8QY.txt	2024-08-26 16:39:17	TRUE	9	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_24.txt
$IRFJL9J.txt	2024-08-26 16:39:17	TRUE	6	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_25.txt
$IJ8I00G.txt	2024-08-26 16:39:17	TRUE	9	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_28.txt
$IXMYNS0.txt	2024-08-26 16:39:17	TRUE	14	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_27.txt
$IYQOJ41.txt	2024-08-26 16:39:17	TRUE	9	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_29.txt
$IB9181J.txt	2024-08-26 16:39:19	TRUE	4	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_34.txt
$IWS1B28.txt	2024-08-26 16:39:19	TRUE	4	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_33.txt
$IHTPEP6.txt	2024-08-26 16:39:19	TRUE	6	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_37.txt
$IXO5KDC.txt	2024-08-26 16:39:19	TRUE	12	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_36.txt
$IY8FTWO.txt	2024-08-26 16:39:19	TRUE	9	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_35.txt
$IK4GZE0.txt	2024-08-26 16:39:19	TRUE	6	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_38.txt
$I15ZRRO.txt	2024-08-26 16:39:19	TRUE	7	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_39.txt
$I18MLB2.txt	2024-08-26 16:39:19	TRUE	4	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_41.txt
$IEBUVNB.txt	2024-08-26 16:39:19	TRUE	15	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_42.txt
$IG9K1C2.txt	2024-08-26 16:39:19	TRUE	7	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_40.txt
$I9ZW96N.txt	2024-08-26 16:39:19	TRUE	11	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_44.txt
$IS2BZTG.txt	2024-08-26 16:39:19	TRUE	4	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_43.txt
$ITKHYSP.jpg	2024-08-26 16:39:23	TRUE	18556	C:\Users\aleksej.pazjitnov\Pictures\kitty.jpg
$ISAKG61.txt	2024-08-26 16:39:30	TRUE	4	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_31.txt
$IGFKOYH.txt	2024-08-26 16:39:30	TRUE	7	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_45.txt
$IRBS9R4.txt	2024-08-26 16:39:30	TRUE	9	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_32.txt
$ITLTZDW.txt	2024-08-26 16:39:30	TRUE	6	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_46.txt
$IX09QRS.txt	2024-08-26 16:39:30	TRUE	8	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_47.txt
$IKTASSK.txt	2024-08-26 16:39:30	TRUE	8	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_48.txt
$IMKVRNH.txt	2024-08-26 16:39:30	TRUE	8	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_50.txt
$IZ19IMU.txt	2024-08-26 16:39:30	TRUE	4	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_49.txt
$I326FCE.txt	2024-08-26 16:39:30	TRUE	7	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_51.txt
$IYWNBQ7.jpg	2024-08-26 16:39:32	TRUE	28911	C:\Users\aleksej.pazjitnov\Pictures\dog.jpg
$ITKJFZH.txt	2024-08-26 16:39:40	TRUE	6	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_30.txt
$I0DKZRU.txt	2024-08-26 16:39:40	TRUE	11	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_52.txt
$IH2C6XM.txt	2024-08-26 16:39:40	TRUE	10	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_55.txt
$IJVWXEN.txt	2024-08-26 16:39:40	TRUE	11	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_53.txt
$ISVW6RR.txt	2024-08-26 16:39:40	TRUE	6	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_54.txt
$IAMI4IK.txt	2024-08-26 16:39:40	TRUE	5	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_57.txt
$IGQ4H17.txt	2024-08-26 16:39:40	TRUE	11	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_56.txt
$IKR9XYR.txt	2024-08-26 16:39:40	TRUE	11	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_58.txt
$IY0WCC3.txt	2024-08-26 16:39:40	TRUE	6	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_59.txt
$IGRASUC.pdf	2024-08-26 16:50:59	FALSE	17051	C:\Users\aleksej.pazjitnov\Documents\Computers for Dummies.pdf
$INT3XJI.txt	2024-08-26 16:50:59	FALSE	84	C:\Users\aleksej.pazjitnov\Documents\Cheatcodes_Tetris.txt
$IV7BBZV.pdf	2024-08-26 16:50:59	FALSE	17051	C:\Users\aleksej.pazjitnov\Documents\Doctor_Spin_1992.pdf
$I0P8KGD.txt	2024-08-26 16:50:59	FALSE	84	C:\Users\aleksej.pazjitnov\Documents\Lorem_ipsum_dolor.txt
$I92DY1S.pdf	2024-08-26 16:50:59	FALSE	17051	C:\Users\aleksej.pazjitnov\Documents\Hur_man_bygger_ett_hus_med_Youtube.pdf
$IJLEGV5.pdf	2024-08-26 16:50:59	FALSE	17051	C:\Users\aleksej.pazjitnov\Documents\Hur du lagar en bil med ett gem.pdf
$IMEGHUG.pdf	2024-08-26 16:50:59	FALSE	17051	C:\Users\aleksej.pazjitnov\Documents\Is_Die_Hard_A_Christmas_Movie.pdf
$I7LXIPI.txt	2024-08-26 16:50:59	FALSE	7	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_01.txt
$IMB5Q0P.txt	2024-08-26 16:50:59	FALSE	7	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_03.txt
$IN1V9VL.txt	2024-08-26 16:50:59	FALSE	7	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_02.txt
$ILD5OQ2.txt	2024-08-26 16:50:59	FALSE	5	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_04.txt
$IWVT7JN.txt	2024-08-26 16:50:59	FALSE	7	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_05.txt
$I7ZRFQY.ps1	2024-08-26 16:51:04	FALSE	44	C:\Users\aleksej.pazjitnov\Desktop\42_meningen_med_livet.ps1
$I64CK1R.txt	2024-08-26 16:51:08	FALSE	84	C:\Users\aleksej.pazjitnov\Desktop\Mormors_moonshine_recept.txt
$I7Z2ZBS.txt	2024-08-26 16:51:14	FALSE	7	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_18.txt
$IJGXJUP.txt	2024-08-26 16:51:14	FALSE	8	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_17.txt
$ISAKGQU.txt	2024-08-26 16:51:14	FALSE	4	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_16.txt
$IHGC4RV.txt	2024-08-26 16:51:14	FALSE	6	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_21.txt
$IJYCRX7.txt	2024-08-26 16:51:14	FALSE	9	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_19.txt
$IRJ8502.txt	2024-08-26 16:51:14	FALSE	4	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_20.txt
$IZQ6LZN.txt	2024-08-26 16:51:14	FALSE	4	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_22.txt
$I67QE3A.txt	2024-08-26 16:51:14	FALSE	7	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_23.txt
$I2UBK07.jpg	2024-08-26 16:51:18	FALSE	17030	C:\Users\aleksej.pazjitnov\Pictures\cat.jpg
$IL7SXXI.exe	2024-08-26 16:51:44	FALSE	2501632	C:\Users\aleksej.pazjitnov\Downloads\HTTP_File_Server.exe
$ICXHUFJ.zip	2024-08-26 16:51:52	FALSE	254170	C:\Users\aleksej.pazjitnov\Downloads\NewFileTime_x64.zip
$I0S90LB.txt	2024-08-26 16:56:16	FALSE	84	C:\Users\aleksej.pazjitnov\Documents\Bästa_handdukarna.txt
$ID16DWA.txt	2024-08-26 16:56:16	FALSE	7	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_08.txt
$IESWU83.txt	2024-08-26 16:56:16	FALSE	12	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_07.txt
$IIGXLEV.txt	2024-08-26 16:56:16	FALSE	13	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_06.txt
$IKOH1ZM.txt	2024-08-26 16:56:16	FALSE	4	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_10.txt
$IR30SZA.txt	2024-08-26 16:56:16	FALSE	5	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_09.txt
$I80Z3YX.txt	2024-08-26 16:56:21	FALSE	84	C:\Users\aleksej.pazjitnov\Downloads\INKEMW2QIVHFIT2NJFHE6U25.txt				<--- Weird namn?!
$I0BN3IA.pdf	2024-08-26 16:56:28	FALSE	17051	C:\Users\aleksej.pazjitnov\Documents\Area_51_Aliens.pdf
$I3Q2KVM.txt	2024-08-26 16:56:28	FALSE	84	C:\Users\aleksej.pazjitnov\Documents\alla_mina_lösenord.txt
$IAUT3TY.txt	2024-08-26 16:56:28	FALSE	9	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_11.txt
$I48WVI3.txt	2024-08-26 16:56:28	FALSE	12	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_13.txt
$IN0UTU8.txt	2024-08-26 16:56:28	FALSE	8	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_12.txt
$IQWRKSN.txt	2024-08-26 16:56:28	FALSE	8	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_15.txt
$IXMH9GN.txt	2024-08-26 16:56:28	FALSE	4	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_14.txt
$ICAQMIR.txt	2024-08-26 16:56:28	FALSE	9	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_24.txt
$IO0R3B7.txt	2024-08-26 16:56:28	FALSE	9	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_26.txt
$IVGBVRW.txt	2024-08-26 16:56:28	FALSE	6	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_25.txt
$I391LCL.txt	2024-08-26 16:56:28	FALSE	14	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_27.txt
$IVX3HG0.txt	2024-08-26 16:56:28	FALSE	9	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_28.txt
$I5Y6MFY.txt	2024-08-26 16:56:33	FALSE	11	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_56.txt
$IK8XMYI.txt	2024-08-26 16:56:33	FALSE	10	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_55.txt
$IOI9ZDP.txt	2024-08-26 16:56:33	FALSE	5	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_57.txt
$IKE3GAA.txt	2024-08-26 16:56:33	FALSE	7	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_61.txt
$IV165BD.txt	2024-08-26 16:56:33	FALSE	4	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_60.txt
$IY1VGJM.txt	2024-08-26 16:56:33	FALSE	6	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_59.txt
$IYDO10M.txt	2024-08-26 16:56:33	FALSE	11	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_58.txt
$IM9SC1E.txt	2024-08-26 16:56:33	FALSE	9	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_64.txt
$IVZ02XC.txt	2024-08-26 16:56:33	FALSE	9	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_63.txt
$IWP99U8.txt	2024-08-26 16:56:33	FALSE	5	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_62.txt
$IA3BA7S.txt	2024-08-26 16:56:33	FALSE	6	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_66.txt
$ICAVUTK.txt	2024-08-26 16:56:33	FALSE	5	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_68.txt
$IMQ8NBI.txt	2024-08-26 16:56:33	FALSE	8	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_65.txt
$IUAAMJT.txt	2024-08-26 16:56:33	FALSE	4	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_67.txt
$IAZUB1Y.txt	2024-08-26 16:56:33	FALSE	9	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_69.txt
$I5QEV86.jpg	2024-08-26 16:56:37	FALSE	28911	C:\Users\aleksej.pazjitnov\Pictures\dog.jpg
$IZ8ZSGB.zip	2024-08-26 16:56:38	FALSE	13929	C:\Users\aleksej.pazjitnov\Pictures\Alla mina katt-bilder.zip
$ICA5V25.txt	2024-08-26 16:56:41	FALSE	4	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_34.txt
$IJKDMLK.txt	2024-08-26 16:56:41	FALSE	4	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_33.txt
$I3O9S42.txt	2024-08-26 16:56:41	FALSE	9	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_35.txt
$I8OCOEC.txt	2024-08-26 16:56:41	FALSE	6	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_37.txt
$IO3LBQ3.txt	2024-08-26 16:56:41	FALSE	12	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_36.txt
$ITMKEAK.txt	2024-08-26 16:56:41	FALSE	6	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_38.txt
$I6VVPCT.txt	2024-08-26 16:56:41	FALSE	7	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_39.txt
$IGXK668.txt	2024-08-26 16:56:41	FALSE	7	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_40.txt
$ILYNWDA.txt	2024-08-26 16:56:41	FALSE	4	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_41.txt
$IFPSYUS.txt	2024-08-26 16:56:41	FALSE	15	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_42.txt
$IHQACW6.txt	2024-08-26 16:56:41	FALSE	11	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_44.txt
$IQX4TTK.txt	2024-08-26 16:56:41	FALSE	4	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_43.txt
$IAUCOEZ.jpg	2024-08-26 16:56:46	FALSE	18556	C:\Users\aleksej.pazjitnov\Pictures\kitty.jpg
$IKKFUN8.jpg	2024-08-26 16:56:46	FALSE	21384	C:\Users\aleksej.pazjitnov\Pictures\puppy.jpg
$IQUN8P2.txt	2024-08-26 16:56:50	FALSE	9	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_29.txt
$I3K0VQX.txt	2024-08-26 16:56:50	FALSE	9	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_32.txt
$IAD8BFE.txt	2024-08-26 16:56:50	FALSE	4	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_31.txt
$IGYZELD.txt	2024-08-26 16:56:50	FALSE	7	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_45.txt
$IJBG7O4.txt	2024-08-26 16:56:50	FALSE	6	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_30.txt
$I0G1V6C.txt	2024-08-26 16:56:50	FALSE	8	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_48.txt
$I1QVT66.txt	2024-08-26 16:56:50	FALSE	6	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_46.txt
$I283B2L.txt	2024-08-26 16:56:50	FALSE	4	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_49.txt
$IL87A1S.txt	2024-08-26 16:56:50	FALSE	8	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_47.txt
$I363F2V.txt	2024-08-26 16:56:50	FALSE	11	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_52.txt
$I3YRO5G.txt	2024-08-26 16:56:50	FALSE	7	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_51.txt
$IM3UCFA.txt	2024-08-26 16:56:50	FALSE	8	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_50.txt
$I5JW396.txt	2024-08-26 16:56:50	FALSE	6	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_54.txt
$IQEMT8H.txt	2024-08-26 16:56:50	FALSE	11	C:\Users\aleksej.pazjitnov\Documents\Min_Biografi_del_53.txt
$IDE2VJ7.ps1	2024-08-26 17:02:35	FALSE	44	C:\temp\räkna_ut_din_riktiga_ålder.ps1
